valcsi!2/3 (66.67%)!10/09/2013
hal!1/3 (33.33%)!10/09/2013
hello!1/3 (33.33%)!11/09/2013
vcsontos!2 from 3 (66.67%)!17/05/2014
valcsi!2/3 (66.67%)!10/09/2013
hal!1/3 (33.33%)!10/09/2013
hello!1/3 (33.33%)!11/09/2013
vcsontos!2 from 3 (66.67%)!17/05/2014
vcsontos!2 from 3 (66.67%)!17/05/2014
